tick	allocated_total	live	lethal	state_digest
142	336	287	266	5465566665912115108
143	336	285	264	12217167752353056459
144	357	306	285	8407558281261446644
145	357	306	285	15216823884320042177
146	357	306	285	9409532916251755817
147	357	305	284	6584109735507507631
148	357	305	284	13647794295374541076
149	357	305	284	6652391930799353283
150	357	304	283	2632723271586006037
151	357	304	283	7164214321580388324
152	357	303	282	18029739328563753238
153	378	323	302	7584687241131960048
154	378	323	302	11487047791930475600
155	378	323	302	17370407326924542111
156	378	323	302	14220501474113103571
157	378	323	302	1709777333347134104
158	378	322	301	6906016139419891400
159	378	317	296	2241303262596807126
160	378	317	296	8319196007106834148
161	378	317	296	8667511992717545655
162	399	336	315	8845387130382677718
163	399	335	314	2780372146214292621
164	399	333	312	18361364471586536799
165	399	333	312	6247150691221009840
166	399	333	312	6990104005405163592
167	399	331	310	7312266194420393720
168	399	331	310	4522368730423126544
169	399	330	309	10330636361550447654
170	399	330	309	14129479922791512929
171	420	350	329	12470629640152067523
172	420	349	328	1095713049036790486
173	420	347	326	732876907708131280
174	420	347	326	12276861862216741986
175	420	346	325	2683751463075489195
176	420	346	325	12108140563659956272
177	420	345	324	16774301999908776816
178	420	345	324	12415980546474607260
179	420	345	324	8848848754654869040
180	441	362	341	8389707279993208369
181	441	361	340	15412314344468111610
182	441	361	340	2136023580334746998
183	441	360	339	12914700545879623650
184	441	359	338	16494020834310231965
185	441	359	338	10279341109614263768
186	441	358	337	15478441731089522556
187	441	357	336	1598508596648575441
188	441	356	335	9403203322581137709
189	462	376	355	5189679061358395977
190	462	373	352	17348430409426580068
191	462	373	352	12999395808506211660
192	462	372	351	7967429048742963622
193	462	370	349	8171242468038313743
194	462	369	348	14174813647984262541
195	462	369	348	3926521280692681138
196	462	369	348	15765298117470827320
197	462	368	347	17605394511925449991
198	483	389	368	2017887993603528873
199	483	389	368	2031959075507833386
200	483	389	368	14532822073314261067
201	483	388	367	14094110627414864124
202	483	388	367	5442586773551713960
203	483	386	365	1051866541361788521
204	483	386	365	16658045479839022738
205	483	385	364	13088264126910179842
206	483	384	363	5299744297210014022
207	504	405	384	16158266496485483481
208	504	404	383	3630956260405604701
209	504	401	380	15407249394218869719
210	504	401	380	4174863576814744642
211	504	401	380	9026133739542312765
212	504	400	379	7891137438696803298
213	504	398	377	13348428133821048422
214	504	398	377	2798949024415089402
215	504	398	377	13312148963089197360
216	525	419	398	6148922848575961247
217	525	418	397	190014361868748680
218	525	418	397	13707961233643415431
219	525	418	397	12309346799000288086
220	525	418	397	5662546797945169214
221	525	418	397	1790583493784473380
222	525	418	397	10594368408056972179
223	525	417	396	15752821212145686110
224	525	415	394	4899420941901493862
225	546	435	414	9328382957787136214
226	546	434	413	17861037792999238008
227	546	434	413	15393359628313555675
228	546	433	412	1434756129049973719
229	546	433	412	16565497027004289016
230	546	433	412	13021245818817685019
231	546	430	409	1595664402763314629
232	546	430	409	5592784315365091002
233	546	430	409	587609096622841346
234	567	450	429	17098630443420941015
235	567	448	427	15141930534105427731
236	567	448	427	15369485354211985388
237	567	446	425	8621936545568597925
238	567	446	425	10545053873983347872
239	567	446	425	10639593206664818831
240	567	446	425	4110575910619483690
241	567	445	424	5033327692895359034
242	567	445	424	9540868211277947648
243	588	465	444	10657883112496297447
244	588	465	444	1384850302906579794
245	588	464	443	1804430118543569391
246	588	463	442	2208675540766348794
247	588	461	440	8314686468613466795
248	588	460	439	2309906724824434665
249	588	459	438	2819859336133569413
250	588	458	437	4475479170456679633
251	588	456	435	5450997735884624127
252	609	477	456	7312111372024160531
253	609	477	456	4970640462917080299
254	609	477	456	16093926921109356755
255	609	477	456	10413140742803437947
256	609	477	456	604033849046183496
257	609	476	455	6594397003721119330
258	609	476	455	6096454508876083206
259	609	475	454	8376011734926493817
260	609	474	453	12928339420480392436
261	630	495	474	16651338030997103627
262	630	494	473	10571424985063141195
263	630	494	473	5860657159859303371
264	630	493	472	12800977465434024926
265	630	493	472	807036507094482963
266	630	491	470	9514924486978758822
267	630	490	469	5167170917385824903
268	630	490	469	9314184631042855634
269	630	490	469	2717697737587545414
270	651	509	488	15524278663265128389
271	651	508	487	18161935034406502587
272	651	508	487	3731653457230323079
273	651	508	487	6428647052689166408
274	651	507	486	4081469137795765398
275	651	506	485	15488871877757367157
276	651	505	484	5349976756907997357
277	651	505	484	9362049741310892034
278	651	504	483	14092335653572091335
279	672	525	504	5540014498522590790
280	672	524	503	16910526214519787452
281	672	523	502	13160495773159804182
282	672	521	500	6884023102080310006
283	672	521	500	3827919210584293089
284	672	520	499	548121546635316632
285	672	520	499	12934750089082250560
286	672	520	499	2881586693310603100
287	672	520	499	18348813426763452221
288	693	540	519	10454833024802774695
289	693	540	519	13784831530275151287
290	693	540	519	15029962735138766661
291	693	539	518	775166840130642675
292	693	538	517	5155901644964113722
293	693	538	517	15493030254612259249
294	693	536	515	18322354063309204009
295	693	536	515	17861679132796454832
296	693	534	513	17695887698730296860
297	714	555	534	6261727032670411342
298	714	554	533	4609542920676907028
299	714	553	532	1726702308067532163
300	714	551	530	14999405431017123771
301	714	551	530	3038663152994502436
302	714	550	529	12683691985025925801
303	714	549	528	3025985640811887360
304	714	548	527	8323383382794072961
305	714	547	526	4235831427692915747
306	735	567	546	4383864108640796415
307	735	567	546	8380963163297474477
308	735	566	545	2393667397589249452
309	735	565	544	6984093447448983800
310	735	565	544	9990429779120766545
311	735	563	542	22017356907625780
312	735	562	541	8321240962462485419
313	735	562	541	12138339031857397496
314	735	561	540	11405361361471218266
315	756	579	558	3356400139881164972
316	756	579	558	13482549190904860413
317	756	578	557	14289892585771720224
318	756	578	557	15050819958241710023
319	756	578	557	1963987229239911099
320	756	576	555	15483700927591541275
321	756	573	552	7303198366487809921
322	756	572	551	14835789644762046348
323	756	571	550	17374387291382773666
324	777	589	568	3830725857722083162
325	777	589	568	8767346901799757652
326	777	589	568	13236415066453281545
327	777	588	567	4399316084685972719
328	777	588	567	6022746222749493349
329	777	587	566	767658363996388382
330	777	587	566	5437126153975536536
331	777	586	565	1974093793593677373
332	777	584	563	8620872971076793338
333	798	605	584	4663962878734612255
334	798	603	582	11756968767636598822
335	798	601	580	3827591297924491097
336	798	600	579	11195215403807633813
337	798	599	578	6745855356708902367
338	798	597	576	16080547194391816656
339	798	596	575	17945844627736236046
340	798	594	573	13016431403158680739
341	798	594	573	14428491916367027354
342	819	612	591	7806343244134085666
343	819	610	589	17532617299666103141
344	819	607	586	18044276990881552864
345	819	607	586	12408097813439824519
346	819	606	585	4544881031538460461
347	819	604	583	1458970209320571293
348	819	600	579	1648506933560826995
349	819	599	578	15891604311787057712
350	819	597	576	897748262283817333
351	840	618	597	8575597478174858726
352	840	617	596	13020212821574979215
353	840	617	596	12947167360565424266
354	840	617	596	17433173352968450782
355	840	616	595	1664138593738495477
356	840	615	594	8448009029458967776
357	840	613	592	16302358968384831478
358	840	613	592	6758981072446850165
359	840	612	591	14265291845313807486
360	840	609	609	231981193636337968
361	840	609	609	11815920200335965876
362	840	608	608	15354132301271561511
363	840	606	606	7454432695810986516
364	840	605	605	14694476183639774458
365	840	605	605	1297803885791824779
366	840	603	603	8191262100102730751
367	840	601	601	16513410394008428440
368	840	599	599	7188133227920396890
369	840	594	594	306437517851440314
370	840	592	592	17626585175074318846
371	840	591	591	16943711449131608819
372	840	591	591	5856970327395475144
373	840	591	591	4077137304372394837
374	840	590	590	12851383447645029542
375	840	587	587	16145921845305815757
376	840	586	586	402329803688437124
377	840	585	585	14456714972203877195
378	840	585	585	6382273586065225450
379	840	582	582	761811655735675322
380	840	578	578	16785319885316951492
381	840	578	578	12565143893583979673
382	840	578	578	3056259386081207012
383	840	577	577	2339460141977680306
384	840	575	575	10858820548909102114
385	840	574	574	18443044621064088718
386	840	573	573	9840311416880819716
387	840	571	571	1015367861851868377
388	840	570	570	5537966275058314676
389	840	569	569	12811431838251363942
390	840	567	567	3881885612104995557
391	840	564	564	16814147472715824115
392	840	560	560	13631355271116857301
393	840	557	557	3154640386539715164
394	840	556	556	6150773404618524202
395	840	553	553	13649977002773092955
396	840	552	552	17400269200619612083
397	840	551	551	11773777163618036498
398	840	549	549	14780007957939125683
399	840	546	546	13584031097290139425
400	840	544	544	8204006650435619441
401	840	541	541	14702487111554412164
402	840	539	539	16882565372163171902
403	840	536	536	7649526240272935297
404	840	534	534	17049570863139721677
405	840	534	534	5408189678817660803
406	840	529	529	16754158740435185383
407	840	529	529	2553751132391945505
408	840	527	527	9971639347141391475
409	840	524	524	4412493795464023247
410	840	519	519	15671303542652367420
411	840	518	518	15939383193484418107
412	840	517	517	3988215534099355467
413	840	513	513	4284394589610726648
414	840	510	510	10427458502124549585
415	840	509	509	9294574184935950675
416	840	507	507	8129436847005555348
417	840	505	505	1661593202390046234
418	840	502	502	17512582263995524052
419	840	497	497	1654767587721542541
420	840	496	496	1767096512072939171
421	840	494	494	8067317059399905477
422	840	491	491	8372566271296362534
423	840	491	491	13013035942629383260
424	840	490	490	1957167621085798886
425	840	487	487	9776735032153724357
426	840	484	484	6895903958061198981
427	840	480	480	10608714132720226465
428	840	477	477	9151202388038087950
429	840	474	474	16550341540598489857
430	840	472	472	15162935341987588571
431	840	468	468	785798765016334908
432	840	466	466	8274701860724634896
433	840	460	460	4726901209065416859
434	840	459	459	18125018061602963634
435	840	454	454	12241971624093845820
436	840	449	449	16049494121774405523
437	840	447	447	16886211947247267211
438	840	444	444	15144057099926720152
439	840	443	443	17269208969711240879
440	840	435	435	12370901701437264419
441	840	434	434	4603273813255146981
442	840	431	431	5438611153914663385
443	840	427	427	12770364174217321161
444	840	424	424	1391575001232422130
445	840	423	423	11420457735083988745
446	840	421	421	2344722984397979466
447	840	420	420	1250169649859959115
448	840	415	415	12079872224165574428
449	840	411	411	15908650993546862971
450	840	408	408	235860434182875200
451	840	408	408	6725705902661684293
452	840	405	405	12673336980163066827
453	840	401	401	13739121953663515293
454	840	399	399	15520736436697210317
455	840	398	398	4908777588571310429
456	840	396	396	10808129520943485454
457	840	391	391	16523688453731083518
458	840	390	390	2566496975240051725
459	840	388	388	12972899065455530629
460	840	386	386	18092727581625406987
461	840	385	385	17971294223304211837
462	840	382	382	7170376833193648408
463	840	382	382	4903534598366487717
464	840	381	381	4628444171549713029
465	840	380	380	386928483875092938
466	840	378	378	16519647803021917436
467	840	374	374	6129736821917948597
468	840	374	374	12626034155769225421
469	840	370	370	14129507324898400910
470	840	368	368	13330197555371020573
471	840	366	366	6468576816410139546
472	840	364	364	11228058424499513054
473	840	362	362	10982300316838666154
474	840	359	359	12722922718570725617
475	840	359	359	6421044327169247352
476	840	358	358	13252028991277816771
477	840	356	356	13242706441118583664
478	840	355	355	16152596100818010077
479	840	354	354	4136936403353481447
480	840	353	353	15308577569628161966
481	840	353	353	5558297188507380696
482	840	351	351	8997241300987178515
483	840	350	350	39407198475824673
484	840	346	346	3689530768825451823
485	840	345	345	13026236999757068261
486	840	342	342	7310319774855542209
487	840	337	337	14323431909631688398
488	840	337	337	2097775866019559689
489	840	332	332	7342609825546495261
490	840	328	328	17594283901545849289
491	840	327	327	14614496804904011227
492	840	325	325	10294285083392793344
493	840	323	323	7616470451680641760
494	840	323	323	18163556593676789720
495	840	322	322	10498207899238205416
496	840	321	321	2657819483296118023
497	840	319	319	10769782555278347701
498	840	318	318	9618883786742719048
499	840	317	317	13651448457450518699
500	840	315	315	402580252753601223
501	840	315	315	17871816037601753938
502	840	314	314	17436609132662361423
503	840	311	311	10190724474771870640
504	840	308	308	8927314229040225780
505	840	307	307	7652105502042678591
506	840	307	307	7446410000391042821
507	840	305	305	16656713376728546358
508	840	305	305	7295171631557528632
509	840	304	304	17942250949184563350
510	840	300	300	7009559329880645515
511	840	300	300	5528895775126984342
512	840	299	299	17267588560929926206
513	840	296	296	1764276089508044971
514	840	295	295	15580842530247526620
515	840	293	293	3868275622442136528
516	840	293	293	9372235634994119672
517	840	292	292	4719312727746788913
518	840	291	291	7647103499467638505
519	840	291	291	13451328804154989922
520	840	290	290	12313487418551317270
521	840	288	288	8254686106420865152
522	840	288	288	5898251607912660911
523	840	288	288	3908726369004614860
524	840	284	284	9700095092741182579
525	840	283	283	12859356463355282812
526	840	280	280	2336462781629162340
527	840	280	280	15954286899880363578
528	840	280	280	13444875996833432795
529	840	279	279	12241810462060428789
530	840	278	278	18062822309794800375
531	840	277	277	15328636119832394063
532	840	274	274	9702819071404713900
533	840	271	271	6444817850687946486
534	840	268	268	10078291629623031699
535	840	267	267	1954741704788865985
536	840	266	266	10164393954751375933
537	840	266	266	15512640466012661545
538	840	266	266	475152947311234493
539	840	264	264	5947362391348615890
540	840	264	264	17486982317901881581
541	840	264	264	14670382003895518941
542	840	264	264	8907168232104980981
543	840	260	260	15146978740500131641
544	840	258	258	1429012157174378229
545	840	257	257	8224514345682195646
546	840	257	257	9968754419313426559
547	840	256	256	8770914590034614725
548	840	255	255	12987649594987343866
549	840	253	253	14942605681988066069
550	840	253	253	13376096484423289905
551	840	253	253	16512206267561103792
552	840	251	251	14743410169148328566
553	840	251	251	13966115170307346398
554	840	248	248	6726983216368696325
555	840	247	247	13899918534779197263
556	840	245	245	12265390927425855563
557	840	245	245	15721732115538951181
558	840	242	242	5570116162168964046
559	840	238	238	11927101862941600064
560	840	238	238	9519415815757576619
561	840	235	235	17049970426005028491
562	840	235	235	1358013201418876594
563	840	232	232	1237979135837431110
564	840	230	230	1403970345350870195
565	840	230	230	18211754645960194445
566	840	227	227	16888410645674721638
567	840	227	227	3928243989834004935
568	840	226	226	15249881430617038252
569	840	226	226	1432385825498117169
570	840	226	226	5235304667657195928
571	840	226	226	6203628690129249753
572	840	225	225	2360000931462938770
573	840	224	224	14769298102726588996
574	840	224	224	1170901746098378916
575	840	224	224	4825367703394595613
576	840	224	224	11931879300490674476
577	840	221	221	6603152032911114207
578	840	219	219	16550689225501988707
579	840	217	217	5267649810424471540
580	840	216	216	12222534512063286684
581	840	215	215	17856526006879344111
582	840	214	214	8849775686511195521
583	840	213	213	13180676457548767267
584	840	212	212	5365360279219179110
585	840	209	209	5217335697653703865
586	840	209	209	2553791699349844320
587	840	207	207	4676147492671952433
588	840	205	205	5533071006061424966
589	840	205	205	7550463928430055459
590	840	203	203	5485410751482943528
591	840	201	201	11777704236125601635
592	840	199	199	3938210397191337956
593	840	198	198	17089741910493317403
594	840	198	198	5050105378680597468
595	840	196	196	1879027829114394306
596	840	194	194	13201814411989439212
597	840	192	192	9648744813610106656
598	840	189	189	13256913212876374518
599	840	189	189	12952760403427228114
