tick	action_x	action_y	x	y
226	0	0	192.58578491210938	399.41421508789062
227	0	0	192.58578491210938	399.41421508789062
228	0	0	192.58578491210938	399.41421508789062
229	0	0	192.58578491210938	399.41421508789062
230	0	0	192.58578491210938	399.41421508789062
231	0	0	192.58578491210938	399.41421508789062
232	0	0	192.58578491210938	399.41421508789062
233	0	0	192.58578491210938	399.41421508789062
234	0	0	192.58578491210938	399.41421508789062
235	0	0	192.58578491210938	399.41421508789062
236	0	0	192.58578491210938	399.41421508789062
237	0	0	192.58578491210938	399.41421508789062
238	0	0	192.58578491210938	399.41421508789062
239	0	0	192.58578491210938	399.41421508789062
240	0	0	192.58578491210938	399.41421508789062
241	0	0	192.58578491210938	399.41421508789062
242	0	0	192.58578491210938	399.41421508789062
243	0	0	192.58578491210938	399.41421508789062
244	0	0	192.58578491210938	399.41421508789062
245	0	0	192.58578491210938	399.41421508789062
246	0	0	192.58578491210938	399.41421508789062
247	0	0	192.58578491210938	399.41421508789062
248	0	0	192.58578491210938	399.41421508789062
249	0	0	192.58578491210938	399.41421508789062
250	0	0	192.58578491210938	399.41421508789062
251	0	0	192.58578491210938	399.41421508789062
252	0	0	192.58578491210938	399.41421508789062
253	0	0	192.58578491210938	399.41421508789062
254	0	0	192.58578491210938	399.41421508789062
255	0	0	192.58578491210938	399.41421508789062
256	0	0	192.58578491210938	399.41421508789062
257	0	0	192.58578491210938	399.41421508789062
258	0	0	192.58578491210938	399.41421508789062
259	0	0	192.58578491210938	399.41421508789062
260	0	0	192.58578491210938	399.41421508789062
261	0	0	192.58578491210938	399.41421508789062
262	0	0	192.58578491210938	399.41421508789062
263	0	0	192.58578491210938	399.41421508789062
264	0	0	192.58578491210938	399.41421508789062
265	0	0	192.58578491210938	399.41421508789062
266	0	0	192.58578491210938	399.41421508789062
267	0	0	192.58578491210938	399.41421508789062
268	0	0	192.58578491210938	399.41421508789062
269	0	0	192.58578491210938	399.41421508789062
270	0	0	192.58578491210938	399.41421508789062
271	0	0	192.58578491210938	399.41421508789062
272	0	0	192.58578491210938	399.41421508789062
273	0	0	192.58578491210938	399.41421508789062
274	0	0	192.58578491210938	399.41421508789062
275	0	0	192.58578491210938	399.41421508789062
