file	sub	start	end	instructions	reference_world
ecldata4a.ecl	44	30844	31784	27	NOT_IMPLEMENTED
ecldata4a.ecl	45	31784	32044	14	NOT_IMPLEMENTED
ecldata4a.ecl	46	32044	34144	54	NOT_IMPLEMENTED
ecldata4a.ecl	47	34144	34384	12	NOT_IMPLEMENTED
ecldata4a.ecl	48	34384	34608	11	NOT_IMPLEMENTED
ecldata4a.ecl	49	34608	34976	12	NOT_IMPLEMENTED
ecldata4a.ecl	50	34976	35320	11	NOT_IMPLEMENTED
ecldata4a.ecl	51	35320	35580	8	NOT_IMPLEMENTED
ecldata4a.ecl	52	35580	35840	8	NOT_IMPLEMENTED
ecldata4a.ecl	53	35840	35908	3	NOT_IMPLEMENTED
ecldata4a.ecl	54	35908	37324	36	NOT_IMPLEMENTED
ecldata4a.ecl	55	37324	37708	10	NOT_IMPLEMENTED
ecldata4a.ecl	56	37708	37904	6	NOT_IMPLEMENTED
ecldata4a.ecl	57	37904	38312	19	NOT_IMPLEMENTED
ecldata4a.ecl	58	38312	39368	47	NOT_IMPLEMENTED
ecldata4a.ecl	59	39368	40468	49	NOT_IMPLEMENTED
ecldata4a.ecl	60	40468	41652	53	NOT_IMPLEMENTED
ecldata4asp.ecl	0	280	508	10	NOT_IMPLEMENTED
ecldata4asp.ecl	1	508	728	11	NOT_IMPLEMENTED
ecldata4asp.ecl	2	728	3240	106	NOT_IMPLEMENTED
ecldata4asp.ecl	3	3240	3428	10	NOT_IMPLEMENTED
ecldata4asp.ecl	4	3428	5792	104	NOT_IMPLEMENTED
ecldata4asp.ecl	5	5792	5980	10	NOT_IMPLEMENTED
ecldata4asp.ecl	6	5980	6200	10	NOT_IMPLEMENTED
ecldata4asp.ecl	7	6200	6388	11	NOT_IMPLEMENTED
ecldata4asp.ecl	8	6388	6528	8	NOT_IMPLEMENTED
ecldata4asp.ecl	9	6528	6744	11	NOT_IMPLEMENTED
ecldata4asp.ecl	10	6744	8944	86	NOT_IMPLEMENTED
ecldata4asp.ecl	11	8944	11464	103	NOT_IMPLEMENTED
ecldata4asp.ecl	12	11464	11868	21	NOT_IMPLEMENTED
ecldata4asp.ecl	13	11868	13808	51	NOT_IMPLEMENTED
ecldata4asp.ecl	14	13808	14220	19	NOT_IMPLEMENTED
ecldata4asp.ecl	15	14220	16296	56	NOT_IMPLEMENTED
ecldata4asp.ecl	16	16296	16388	4	NOT_IMPLEMENTED
ecldata4asp.ecl	17	16388	16500	6	NOT_IMPLEMENTED
ecldata4asp.ecl	18	16500	18588	63	NOT_IMPLEMENTED
ecldata4asp.ecl	19	18588	19672	27	NOT_IMPLEMENTED
ecldata4asp.ecl	20	19672	20756	27	NOT_IMPLEMENTED
ecldata4asp.ecl	21	20756	21604	44	NOT_IMPLEMENTED
ecldata4asp.ecl	22	21604	22500	35	NOT_IMPLEMENTED
ecldata4asp.ecl	23	22500	22688	10	NOT_IMPLEMENTED
ecldata4asp.ecl	24	22688	22920	13	NOT_IMPLEMENTED
ecldata4asp.ecl	25	22920	23084	8	NOT_IMPLEMENTED
ecldata4asp.ecl	26	23084	25396	62	NOT_IMPLEMENTED
ecldata4asp.ecl	27	25396	25596	10	NOT_IMPLEMENTED
ecldata4asp.ecl	28	25596	25748	7	NOT_IMPLEMENTED
ecldata4asp.ecl	29	25748	26688	27	NOT_IMPLEMENTED
ecldata4asp.ecl	30	26688	26948	14	NOT_IMPLEMENTED
ecldata4asp.ecl	31	26948	29048	54	NOT_IMPLEMENTED
ecldata4asp.ecl	32	29048	29288	12	NOT_IMPLEMENTED
ecldata4asp.ecl	33	29288	29512	11	NOT_IMPLEMENTED
ecldata4asp.ecl	34	29512	29880	12	NOT_IMPLEMENTED
ecldata4asp.ecl	35	29880	30224	11	NOT_IMPLEMENTED
ecldata4asp.ecl	36	30224	30484	8	NOT_IMPLEMENTED
ecldata4asp.ecl	37	30484	30744	8	NOT_IMPLEMENTED
ecldata4asp.ecl	38	30744	30812	3	NOT_IMPLEMENTED
ecldata4asp.ecl	39	30812	32228	36	NOT_IMPLEMENTED
ecldata4asp.ecl	40	32228	32612	10	NOT_IMPLEMENTED
ecldata4asp.ecl	41	32612	32808	6	NOT_IMPLEMENTED
ecldata4asp.ecl	42	32808	33216	19	NOT_IMPLEMENTED
ecldata4asp.ecl	43	33216	34736	60	NOT_IMPLEMENTED
ecldata4asp.ecl	44	34736	34936	10	NOT_IMPLEMENTED
ecldata4asp.ecl	45	34936	35088	7	NOT_IMPLEMENTED
ecldata4asp.ecl	46	35088	35964	25	NOT_IMPLEMENTED
ecldata4asp.ecl	47	35964	37020	47	NOT_IMPLEMENTED
ecldata4asp.ecl	48	37020	38120	49	NOT_IMPLEMENTED
ecldata4asp.ecl	49	38120	39304	53	NOT_IMPLEMENTED
ecldata4asp.ecl	50	39304	40564	61	NOT_IMPLEMENTED
ecldata4asp.ecl	51	40564	41752	53	NOT_IMPLEMENTED
ecldata4b.ecl	0	384	600	11	NOT_IMPLEMENTED
ecldata4b.ecl	1	600	1236	27	NOT_IMPLEMENTED
ecldata4b.ecl	2	1236	1748	22	NOT_IMPLEMENTED
ecldata4b.ecl	3	1748	1944	10	NOT_IMPLEMENTED
ecldata4b.ecl	4	1944	2160	8	NOT_IMPLEMENTED
ecldata4b.ecl	5	2160	2696	19	NOT_IMPLEMENTED
ecldata4b.ecl	6	2696	2856	8	NOT_IMPLEMENTED
ecldata4b.ecl	7	2856	3700	35	NOT_IMPLEMENTED
ecldata4b.ecl	8	3700	3880	9	NOT_IMPLEMENTED
ecldata4b.ecl	9	3880	4196	13	NOT_IMPLEMENTED
ecldata4b.ecl	10	4196	4376	9	NOT_IMPLEMENTED
ecldata4b.ecl	11	4376	4776	18	NOT_IMPLEMENTED
ecldata4b.ecl	12	4776	4972	10	NOT_IMPLEMENTED
ecldata4b.ecl	13	4972	5396	20	NOT_IMPLEMENTED
ecldata4b.ecl	14	5396	5444	3	NOT_IMPLEMENTED
ecldata4b.ecl	15	5444	5672	10	NOT_IMPLEMENTED
ecldata4b.ecl	16	5672	5892	11	NOT_IMPLEMENTED
ecldata4b.ecl	17	5892	6952	46	NOT_IMPLEMENTED
ecldata4b.ecl	18	6952	7100	4	NOT_IMPLEMENTED
ecldata4b.ecl	19	7100	7620	21	NOT_IMPLEMENTED
ecldata4b.ecl	20	7620	9008	55	NOT_IMPLEMENTED
ecldata4b.ecl	21	9008	9300	15	NOT_IMPLEMENTED
ecldata4b.ecl	22	9300	10456	51	NOT_IMPLEMENTED
ecldata4b.ecl	23	10456	11264	36	NOT_IMPLEMENTED
ecldata4b.ecl	24	11264	11556	15	NOT_IMPLEMENTED
ecldata4b.ecl	25	11556	11744	11	NOT_IMPLEMENTED
ecldata4b.ecl	26	11744	11884	8	NOT_IMPLEMENTED
ecldata4b.ecl	27	11884	12080	10	NOT_IMPLEMENTED
ecldata4b.ecl	28	12080	13432	58	NOT_IMPLEMENTED
ecldata4b.ecl	29	13432	14012	24	NOT_IMPLEMENTED
ecldata4b.ecl	30	14012	14288	14	NOT_IMPLEMENTED
ecldata4b.ecl	31	14288	15648	62	NOT_IMPLEMENTED
ecldata4b.ecl	32	15648	16020	16	NOT_IMPLEMENTED
ecldata4b.ecl	33	16020	16312	15	NOT_IMPLEMENTED
ecldata4b.ecl	34	16312	17084	32	NOT_IMPLEMENTED
ecldata4b.ecl	35	17084	17488	21	NOT_IMPLEMENTED
ecldata4b.ecl	36	17488	19220	39	NOT_IMPLEMENTED
ecldata4b.ecl	37	19220	19752	24	NOT_IMPLEMENTED
ecldata4b.ecl	38	19752	21044	56	NOT_IMPLEMENTED
ecldata4b.ecl	39	21044	21164	4	NOT_IMPLEMENTED
ecldata4b.ecl	40	21164	21440	14	NOT_IMPLEMENTED
ecldata4b.ecl	41	21440	23724	62	NOT_IMPLEMENTED
ecldata4b.ecl	42	23724	24000	10	NOT_IMPLEMENTED
ecldata4b.ecl	43	24000	24276	10	NOT_IMPLEMENTED
ecldata4b.ecl	44	24276	24552	10	NOT_IMPLEMENTED
ecldata4b.ecl	45	24552	24628	2	NOT_IMPLEMENTED
ecldata4b.ecl	46	24628	25520	40	NOT_IMPLEMENTED
ecldata4b.ecl	47	25520	27904	68	NOT_IMPLEMENTED
ecldata4b.ecl	48	27904	28256	13	NOT_IMPLEMENTED
ecldata4b.ecl	49	28256	28872	23	NOT_IMPLEMENTED
ecldata4b.ecl	50	28872	29488	23	NOT_IMPLEMENTED
ecldata4b.ecl	51	29488	30260	30	NOT_IMPLEMENTED
ecldata4b.ecl	52	30260	30592	17	NOT_IMPLEMENTED
ecldata4b.ecl	53	30592	30824	13	NOT_IMPLEMENTED
ecldata4b.ecl	54	30824	30988	8	NOT_IMPLEMENTED
ecldata4b.ecl	55	30988	33676	75	NOT_IMPLEMENTED
ecldata4b.ecl	56	33676	34532	28	NOT_IMPLEMENTED
ecldata4b.ecl	57	34532	34788	13	NOT_IMPLEMENTED
ecldata4b.ecl	58	34788	35004	11	NOT_IMPLEMENTED
ecldata4b.ecl	59	35004	35220	11	NOT_IMPLEMENTED
ecldata4b.ecl	60	35220	35436	11	NOT_IMPLEMENTED
ecldata4b.ecl	61	35436	35716	15	NOT_IMPLEMENTED
ecldata4b.ecl	62	35716	39276	122	NOT_IMPLEMENTED
ecldata4b.ecl	63	39276	39844	18	NOT_IMPLEMENTED
ecldata4b.ecl	64	39844	40236	14	NOT_IMPLEMENTED
ecldata4b.ecl	65	40236	40536	12	NOT_IMPLEMENTED
ecldata4b.ecl	66	40536	40624	4	NOT_IMPLEMENTED
ecldata4b.ecl	67	40624	42500	55	NOT_IMPLEMENTED
ecldata4b.ecl	68	42500	42916	15	NOT_IMPLEMENTED
ecldata4b.ecl	69	42916	43332	15	NOT_IMPLEMENTED
ecldata4b.ecl	70	43332	44284	46	NOT_IMPLEMENTED
ecldata4b.ecl	71	44284	45208	45	NOT_IMPLEMENTED
ecldata4b.ecl	72	45208	46132	45	NOT_IMPLEMENTED
ecldata4b.ecl	73	46132	47056	45	NOT_IMPLEMENTED
ecldata4b.ecl	74	47056	47148	4	NOT_IMPLEMENTED
ecldata4b.ecl	75	47148	48204	47	NOT_IMPLEMENTED
ecldata4b.ecl	76	48204	49304	49	NOT_IMPLEMENTED
ecldata4b.ecl	77	49304	50488	53	NOT_IMPLEMENTED
ecldata4bsp.ecl	0	360	588	10	NOT_IMPLEMENTED
ecldata4bsp.ecl	1	588	808	11	NOT_IMPLEMENTED
ecldata4bsp.ecl	2	808	1868	46	NOT_IMPLEMENTED
ecldata4bsp.ecl	3	1868	2016	4	NOT_IMPLEMENTED
ecldata4bsp.ecl	4	2016	2536	21	NOT_IMPLEMENTED
ecldata4bsp.ecl	5	2536	3924	55	NOT_IMPLEMENTED
ecldata4bsp.ecl	6	3924	4216	15	NOT_IMPLEMENTED
ecldata4bsp.ecl	7	4216	5372	51	NOT_IMPLEMENTED
ecldata4bsp.ecl	8	5372	6180	36	NOT_IMPLEMENTED
ecldata4bsp.ecl	9	6180	6472	15	NOT_IMPLEMENTED
ecldata4bsp.ecl	10	6472	6660	11	NOT_IMPLEMENTED
ecldata4bsp.ecl	11	6660	6800	8	NOT_IMPLEMENTED
ecldata4bsp.ecl	12	6800	6996	10	NOT_IMPLEMENTED
ecldata4bsp.ecl	13	6996	8348	58	NOT_IMPLEMENTED
ecldata4bsp.ecl	14	8348	8928	24	NOT_IMPLEMENTED
ecldata4bsp.ecl	15	8928	9204	14	NOT_IMPLEMENTED
ecldata4bsp.ecl	16	9204	10564	62	NOT_IMPLEMENTED
ecldata4bsp.ecl	17	10564	10936	16	NOT_IMPLEMENTED
ecldata4bsp.ecl	18	10936	11228	15	NOT_IMPLEMENTED
ecldata4bsp.ecl	19	11228	12000	32	NOT_IMPLEMENTED
ecldata4bsp.ecl	20	12000	12404	21	NOT_IMPLEMENTED
ecldata4bsp.ecl	21	12404	14136	39	NOT_IMPLEMENTED
ecldata4bsp.ecl	22	14136	14668	24	NOT_IMPLEMENTED
ecldata4bsp.ecl	23	14668	15960	56	NOT_IMPLEMENTED
ecldata4bsp.ecl	24	15960	16080	4	NOT_IMPLEMENTED
ecldata4bsp.ecl	25	16080	16356	14	NOT_IMPLEMENTED
ecldata4bsp.ecl	26	16356	18640	62	NOT_IMPLEMENTED
ecldata4bsp.ecl	27	18640	18916	10	NOT_IMPLEMENTED
ecldata4bsp.ecl	28	18916	19192	10	NOT_IMPLEMENTED
ecldata4bsp.ecl	29	19192	19468	10	NOT_IMPLEMENTED
ecldata4bsp.ecl	30	19468	19544	2	NOT_IMPLEMENTED
ecldata4bsp.ecl	31	19544	20436	40	NOT_IMPLEMENTED
ecldata4bsp.ecl	32	20436	22820	68	NOT_IMPLEMENTED
ecldata4bsp.ecl	33	22820	23172	13	NOT_IMPLEMENTED
ecldata4bsp.ecl	34	23172	23788	23	NOT_IMPLEMENTED
ecldata4bsp.ecl	35	23788	24404	23	NOT_IMPLEMENTED
ecldata4bsp.ecl	36	24404	25176	30	NOT_IMPLEMENTED
ecldata4bsp.ecl	37	25176	25508	17	NOT_IMPLEMENTED
ecldata4bsp.ecl	38	25508	25740	13	NOT_IMPLEMENTED
ecldata4bsp.ecl	39	25740	25904	8	NOT_IMPLEMENTED
ecldata4bsp.ecl	40	25904	28592	75	NOT_IMPLEMENTED
ecldata4bsp.ecl	41	28592	29448	28	NOT_IMPLEMENTED
ecldata4bsp.ecl	42	29448	29704	13	NOT_IMPLEMENTED
ecldata4bsp.ecl	43	29704	29920	11	NOT_IMPLEMENTED
ecldata4bsp.ecl	44	29920	30136	11	NOT_IMPLEMENTED
ecldata4bsp.ecl	45	30136	30352	11	NOT_IMPLEMENTED
ecldata4bsp.ecl	46	30352	30632	15	NOT_IMPLEMENTED
ecldata4bsp.ecl	47	30632	34192	122	NOT_IMPLEMENTED
ecldata4bsp.ecl	48	34192	34760	18	NOT_IMPLEMENTED
ecldata4bsp.ecl	49	34760	35152	14	NOT_IMPLEMENTED
ecldata4bsp.ecl	50	35152	35452	12	NOT_IMPLEMENTED
ecldata4bsp.ecl	51	35452	35540	4	NOT_IMPLEMENTED
ecldata4bsp.ecl	52	35540	37416	55	NOT_IMPLEMENTED
ecldata4bsp.ecl	53	37416	37832	15	NOT_IMPLEMENTED
ecldata4bsp.ecl	54	37832	38248	15	NOT_IMPLEMENTED
ecldata4bsp.ecl	55	38248	39200	46	NOT_IMPLEMENTED
ecldata4bsp.ecl	56	39200	40124	45	NOT_IMPLEMENTED
ecldata4bsp.ecl	57	40124	41048	45	NOT_IMPLEMENTED
ecldata4bsp.ecl	58	41048	41972	45	NOT_IMPLEMENTED
ecldata4bsp.ecl	59	41972	42064	4	NOT_IMPLEMENTED
ecldata4bsp.ecl	60	42064	43656	60	NOT_IMPLEMENTED
ecldata4bsp.ecl	61	43656	43992	11	NOT_IMPLEMENTED
ecldata4bsp.ecl	62	43992	44132	6	NOT_IMPLEMENTED
ecldata4bsp.ecl	63	44132	44408	14	NOT_IMPLEMENTED
ecldata4bsp.ecl	64	44408	44644	12	NOT_IMPLEMENTED
ecldata4bsp.ecl	65	44644	44880	12	NOT_IMPLEMENTED
ecldata4bsp.ecl	66	44880	45116	12	NOT_IMPLEMENTED
ecldata4bsp.ecl	67	45116	46172	47	NOT_IMPLEMENTED
ecldata4bsp.ecl	68	46172	47272	49	NOT_IMPLEMENTED
ecldata4bsp.ecl	69	47272	48456	53	NOT_IMPLEMENTED
ecldata4bsp.ecl	70	48456	50036	77	NOT_IMPLEMENTED
ecldata4bsp.ecl	71	50036	50124	4	NOT_IMPLEMENTED
ecldata5.ecl	0	432	812	18	NOT_IMPLEMENTED
ecldata5.ecl	1	812	888	2	NOT_IMPLEMENTED
ecldata5.ecl	2	888	2120	50	NOT_IMPLEMENTED
ecldata5.ecl	3	2120	2300	9	NOT_IMPLEMENTED
ecldata5.ecl	4	2300	2476	6	NOT_IMPLEMENTED
ecldata5.ecl	5	2476	2656	9	NOT_IMPLEMENTED
ecldata5.ecl	6	2656	2896	10	NOT_IMPLEMENTED
ecldata5.ecl	7	2896	3076	9	NOT_IMPLEMENTED
ecldata5.ecl	8	3076	3316	10	NOT_IMPLEMENTED
ecldata5.ecl	9	3316	4548	50	NOT_IMPLEMENTED
ecldata5.ecl	10	4548	5412	36	NOT_IMPLEMENTED
ecldata5.ecl	11	5412	5592	9	NOT_IMPLEMENTED
ecldata5.ecl	12	5592	5788	8	NOT_IMPLEMENTED
ecldata5.ecl	13	5788	5968	9	NOT_IMPLEMENTED
ecldata5.ecl	14	5968	6288	14	NOT_IMPLEMENTED
ecldata5.ecl	15	6288	7520	50	NOT_IMPLEMENTED
ecldata5.ecl	16	7520	7716	10	NOT_IMPLEMENTED
ecldata5.ecl	17	7716	7852	5	NOT_IMPLEMENTED
ecldata5.ecl	18	7852	8048	10	NOT_IMPLEMENTED
ecldata5.ecl	19	8048	8288	10	NOT_IMPLEMENTED
ecldata5.ecl	20	8288	8484	10	NOT_IMPLEMENTED
ecldata5.ecl	21	8484	8724	10	NOT_IMPLEMENTED
ecldata5.ecl	22	8724	9956	50	NOT_IMPLEMENTED
ecldata5.ecl	23	9956	10152	10	NOT_IMPLEMENTED
ecldata5.ecl	24	10152	10288	5	NOT_IMPLEMENTED
ecldata5.ecl	25	10288	10484	10	NOT_IMPLEMENTED
ecldata5.ecl	26	10484	10804	14	NOT_IMPLEMENTED
ecldata5.ecl	27	10804	11000	10	NOT_IMPLEMENTED
ecldata5.ecl	28	11000	11320	14	NOT_IMPLEMENTED
ecldata5.ecl	29	11320	11504	10	NOT_IMPLEMENTED
ecldata5.ecl	30	11504	11992	21	NOT_IMPLEMENTED
ecldata5.ecl	31	11992	12176	10	NOT_IMPLEMENTED
ecldata5.ecl	32	12176	12744	23	NOT_IMPLEMENTED
ecldata5.ecl	33	12744	12792	3	NOT_IMPLEMENTED
ecldata5.ecl	34	12792	13136	14	NOT_IMPLEMENTED
ecldata5.ecl	35	13136	13296	8	NOT_IMPLEMENTED
ecldata5.ecl	36	13296	13640	14	NOT_IMPLEMENTED
ecldata5.ecl	37	13640	13868	10	NOT_IMPLEMENTED
ecldata5.ecl	38	13868	14344	21	NOT_IMPLEMENTED
ecldata5.ecl	39	14344	15268	34	NOT_IMPLEMENTED
ecldata5.ecl	40	15268	16080	33	NOT_IMPLEMENTED
ecldata5.ecl	41	16080	16892	33	NOT_IMPLEMENTED
ecldata5.ecl	42	16892	17004	6	NOT_IMPLEMENTED
ecldata5.ecl	43	17004	17084	4	NOT_IMPLEMENTED
ecldata5.ecl	44	17084	17180	5	NOT_IMPLEMENTED
ecldata5.ecl	45	17180	17812	30	NOT_IMPLEMENTED
ecldata5.ecl	46	17812	18596	31	NOT_IMPLEMENTED
ecldata5.ecl	47	18596	19380	31	NOT_IMPLEMENTED
ecldata5.ecl	48	19380	19616	12	NOT_IMPLEMENTED
ecldata5.ecl	49	19616	19852	12	NOT_IMPLEMENTED
ecldata5.ecl	50	19852	19904	2	NOT_IMPLEMENTED
ecldata5.ecl	51	19904	20456	24	NOT_IMPLEMENTED
ecldata5.ecl	52	20456	20864	15	NOT_IMPLEMENTED
ecldata5.ecl	53	20864	21568	32	NOT_IMPLEMENTED
ecldata5.ecl	54	21568	22048	19	NOT_IMPLEMENTED
ecldata5.ecl	55	22048	22192	8	NOT_IMPLEMENTED
ecldata5.ecl	56	22192	23128	41	NOT_IMPLEMENTED
ecldata5.ecl	57	23128	23564	19	NOT_IMPLEMENTED
ecldata5.ecl	58	23564	23708	5	NOT_IMPLEMENTED
ecldata5.ecl	59	23708	23888	10	NOT_IMPLEMENTED
ecldata5.ecl	60	23888	24320	22	NOT_IMPLEMENTED
ecldata5.ecl	61	24320	24412	4	NOT_IMPLEMENTED
ecldata5.ecl	62	24412	26540	56	NOT_IMPLEMENTED
ecldata5.ecl	63	26540	28680	54	NOT_IMPLEMENTED
ecldata5.ecl	64	28680	28864	10	NOT_IMPLEMENTED
ecldata5.ecl	65	28864	29196	12	NOT_IMPLEMENTED
ecldata5.ecl	66	29196	30884	41	NOT_IMPLEMENTED
ecldata5.ecl	67	30884	31396	23	NOT_IMPLEMENTED
ecldata5.ecl	68	31396	31620	12	NOT_IMPLEMENTED
ecldata5.ecl	69	31620	31736	3	NOT_IMPLEMENTED
ecldata5.ecl	70	31736	31852	3	NOT_IMPLEMENTED
ecldata5.ecl	71	31852	32092	13	NOT_IMPLEMENTED
ecldata5.ecl	72	32092	32208	3	NOT_IMPLEMENTED
ecldata5.ecl	73	32208	32324	3	NOT_IMPLEMENTED
ecldata5.ecl	74	32324	32476	9	NOT_IMPLEMENTED
ecldata5.ecl	75	32476	34796	66	NOT_IMPLEMENTED
ecldata5.ecl	76	34796	34992	5	NOT_IMPLEMENTED
ecldata5.ecl	77	34992	35140	8	NOT_IMPLEMENTED
ecldata5.ecl	78	35140	36956	58	NOT_IMPLEMENTED
ecldata5.ecl	79	36956	37376	18	NOT_IMPLEMENTED
ecldata5.ecl	80	37376	37796	18	NOT_IMPLEMENTED
ecldata5.ecl	81	37796	38000	11	NOT_IMPLEMENTED
ecldata5.ecl	82	38000	38416	17	NOT_IMPLEMENTED
ecldata5.ecl	83	38416	38620	11	NOT_IMPLEMENTED
ecldata5.ecl	84	38620	39036	17	NOT_IMPLEMENTED
ecldata5.ecl	85	39036	39216	8	NOT_IMPLEMENTED
ecldata5.ecl	86	39216	39272	3	NOT_IMPLEMENTED
ecldata5.ecl	87	39272	40328	47	NOT_IMPLEMENTED
ecldata5.ecl	88	40328	41428	49	NOT_IMPLEMENTED
ecldata5.ecl	89	41428	42612	53	NOT_IMPLEMENTED
ecldata5sp.ecl	0	284	512	10	NOT_IMPLEMENTED
ecldata5sp.ecl	1	512	748	12	NOT_IMPLEMENTED
ecldata5sp.ecl	2	748	984	12	NOT_IMPLEMENTED
ecldata5sp.ecl	3	984	1036	2	NOT_IMPLEMENTED
ecldata5sp.ecl	4	1036	1588	24	NOT_IMPLEMENTED
ecldata5sp.ecl	5	1588	1996	15	NOT_IMPLEMENTED
ecldata5sp.ecl	6	1996	2700	32	NOT_IMPLEMENTED
ecldata5sp.ecl	7	2700	3180	19	NOT_IMPLEMENTED
ecldata5sp.ecl	8	3180	3324	8	NOT_IMPLEMENTED
ecldata5sp.ecl	9	3324	4260	41	NOT_IMPLEMENTED
ecldata5sp.ecl	10	4260	4696	19	NOT_IMPLEMENTED
ecldata5sp.ecl	11	4696	4840	5	NOT_IMPLEMENTED
ecldata5sp.ecl	12	4840	5020	10	NOT_IMPLEMENTED
ecldata5sp.ecl	13	5020	5452	22	NOT_IMPLEMENTED
ecldata5sp.ecl	14	5452	5544	4	NOT_IMPLEMENTED
ecldata5sp.ecl	15	5544	7672	56	NOT_IMPLEMENTED
ecldata5sp.ecl	16	7672	9812	54	NOT_IMPLEMENTED
ecldata5sp.ecl	17	9812	9996	10	NOT_IMPLEMENTED
ecldata5sp.ecl	18	9996	10328	12	NOT_IMPLEMENTED
ecldata5sp.ecl	19	10328	12016	41	NOT_IMPLEMENTED
ecldata5sp.ecl	20	12016	12528	23	NOT_IMPLEMENTED
ecldata5sp.ecl	21	12528	12752	12	NOT_IMPLEMENTED
ecldata5sp.ecl	22	12752	12868	3	NOT_IMPLEMENTED
ecldata5sp.ecl	23	12868	12984	3	NOT_IMPLEMENTED
ecldata5sp.ecl	24	12984	13224	13	NOT_IMPLEMENTED
ecldata5sp.ecl	25	13224	13340	3	NOT_IMPLEMENTED
ecldata5sp.ecl	26	13340	13456	3	NOT_IMPLEMENTED
ecldata5sp.ecl	27	13456	13608	9	NOT_IMPLEMENTED
ecldata5sp.ecl	28	13608	15928	66	NOT_IMPLEMENTED
ecldata5sp.ecl	29	15928	16124	5	NOT_IMPLEMENTED
ecldata5sp.ecl	30	16124	16272	8	NOT_IMPLEMENTED
ecldata5sp.ecl	31	16272	18088	58	NOT_IMPLEMENTED
ecldata5sp.ecl	32	18088	18508	18	NOT_IMPLEMENTED
ecldata5sp.ecl	33	18508	18928	18	NOT_IMPLEMENTED
ecldata5sp.ecl	34	18928	19132	11	NOT_IMPLEMENTED
ecldata5sp.ecl	35	19132	19548	17	NOT_IMPLEMENTED
ecldata5sp.ecl	36	19548	19752	11	NOT_IMPLEMENTED
ecldata5sp.ecl	37	19752	20168	17	NOT_IMPLEMENTED
ecldata5sp.ecl	38	20168	20348	8	NOT_IMPLEMENTED
ecldata5sp.ecl	39	20348	20404	3	NOT_IMPLEMENTED
ecldata5sp.ecl	40	20404	21924	59	NOT_IMPLEMENTED
ecldata5sp.ecl	41	21924	22120	5	NOT_IMPLEMENTED
ecldata5sp.ecl	42	22120	22268	8	NOT_IMPLEMENTED
ecldata5sp.ecl	43	22268	23464	49	NOT_IMPLEMENTED
ecldata5sp.ecl	44	23464	24288	35	NOT_IMPLEMENTED
ecldata5sp.ecl	45	24288	25088	31	NOT_IMPLEMENTED
ecldata5sp.ecl	46	25088	25352	8	NOT_IMPLEMENTED
ecldata5sp.ecl	47	25352	25540	7	NOT_IMPLEMENTED
ecldata5sp.ecl	48	25540	26332	37	NOT_IMPLEMENTED
ecldata5sp.ecl	49	26332	27388	47	NOT_IMPLEMENTED
ecldata5sp.ecl	50	27388	28488	49	NOT_IMPLEMENTED
ecldata5sp.ecl	51	28488	29672	53	NOT_IMPLEMENTED
ecldata5sp.ecl	52	29672	31060	67	NOT_IMPLEMENTED
ecldata6.ecl	0	424	984	25	NOT_IMPLEMENTED
ecldata6.ecl	1	984	1164	9	NOT_IMPLEMENTED
ecldata6.ecl	2	1164	1580	18	NOT_IMPLEMENTED
ecldata6.ecl	3	1580	1760	9	NOT_IMPLEMENTED
ecldata6.ecl	4	1760	1896	5	NOT_IMPLEMENTED
ecldata6.ecl	5	1896	2076	9	NOT_IMPLEMENTED
ecldata6.ecl	6	2076	2256	7	NOT_IMPLEMENTED
ecldata6.ecl	7	2256	2804	25	NOT_IMPLEMENTED
ecldata6.ecl	8	2804	3104	13	NOT_IMPLEMENTED
ecldata6.ecl	9	3104	3252	8	NOT_IMPLEMENTED
ecldata6.ecl	10	3252	3808	21	NOT_IMPLEMENTED
ecldata6.ecl	11	3808	3848	2	NOT_IMPLEMENTED
ecldata6.ecl	12	3848	4904	47	NOT_IMPLEMENTED
ecldata6.ecl	13	4904	6004	49	NOT_IMPLEMENTED
ecldata6.ecl	14	6004	7188	53	NOT_IMPLEMENTED
ecldata6.ecl	15	7188	7416	10	NOT_IMPLEMENTED
ecldata6.ecl	16	7416	7904	21	NOT_IMPLEMENTED
ecldata6.ecl	17	7904	8552	32	NOT_IMPLEMENTED
ecldata6.ecl	18	8552	9212	27	NOT_IMPLEMENTED
ecldata6.ecl	19	9212	9360	8	NOT_IMPLEMENTED
ecldata6.ecl	20	9360	9592	8	NOT_IMPLEMENTED
ecldata6.ecl	21	9592	11704	60	NOT_IMPLEMENTED
ecldata6.ecl	22	11704	12028	12	NOT_IMPLEMENTED
ecldata6.ecl	23	12028	12504	21	NOT_IMPLEMENTED
ecldata6.ecl	24	12504	12980	21	NOT_IMPLEMENTED
ecldata6.ecl	25	12980	13532	25	NOT_IMPLEMENTED
ecldata6.ecl	26	13532	13640	6	NOT_IMPLEMENTED
ecldata6.ecl	27	13640	13764	7	NOT_IMPLEMENTED
ecldata6.ecl	28	13764	14000	12	NOT_IMPLEMENTED
ecldata6.ecl	29	14000	14240	13	NOT_IMPLEMENTED
ecldata6.ecl	30	14240	14756	24	NOT_IMPLEMENTED
ecldata6.ecl	31	14756	14972	12	NOT_IMPLEMENTED
ecldata6.ecl	32	14972	15404	19	NOT_IMPLEMENTED
ecldata6.ecl	33	15404	15992	26	NOT_IMPLEMENTED
